avg_rating,num_reviews,rating_count,title
7.5,3,"1,505",The Resurrection
8.1,2,"2,165",Episode #1.4
8.6,4,"2,607",Episode #1.3
7.8,2,"2,419",Episode #1.2
8.5,299,"124,268",Mindhunter
7.8,2,754,Hard Facts: Vandalism and Vulgarity
8.2,116,"22,897",American Vandal
7.1,17,"2,958",The First Polaroid
8.0,5,"2,788",Episode #1.1
8.1,224,"95,398",The End of the F***ing World
3.6,4,190,Mainframe Mayhem
3.7,2,178,Discoveries
4.1,2,211,Activation
3.8,115,961,ReBoot: The Guardian Code
7.4,3,"2,311",The Drunk Slut
8.1,2,139,Whatever Happened to Maggie Rennie
7.2,4,"2,476",Two Girls Kissing
7.3,3,324,Final Fantasy XIV: Dad of Light
7.3,31,"2,950",Oggy and the Cockroaches
8.1,43,"12,501",Lovesick
6.4,67,"3,471",Ghost Wars
7.9,6,"2,387",The Smile at the End of the Dock
7.2,3,"2,127",The Chalk Machine
7.3,2,"2,188",The Second Polaroid
8.3,204,"38,003",Atypical
5.7,2,217,With Nikki Glaser
7.1,2,224,With Deon Cole
7.5,2,291,With Nate Bargatze
8.6,32,"2,436",Stranger
6.9,19,"5,804",Wet Hot American Summer: Ten Years Later
7.8,9,"2,271",Chapter One: October Country
7.6,4,"1,522",Beyond Stranger Things
7.3,4,"1,513",Ceci N'est Pas Une Drill
6.3,110,"4,065",Bye
8.1,3,"2,201",The Box of Polaroids
8.4,3,"2,309",Bryce and Chloe
7.8,2,312,The Scavengender Hunt
8.3,209,"29,825",Grace and Frankie
7.7,2,"2,017","Smile, Bitches"
5.8,76,"2,658",Neo Yokio
8.2,3,"2,150",The Missing Page
7.8,2,"1,826",Having a Day
8.3,197,"35,592",Dirk Gently's Holistic Detective Agency
7.8,3,"2,069",The Little Girl
7.5,3,"2,072",The Third Polaroid
8.0,1,"215,309",13 Reasons Why
7.6,7,357,Why Bad Things Happen
6.6,775,"16,548",Insatiable
8.5,71,"5,816",Violet Evergarden
8.9,5,792,Chapter Nineteen: The Mandrake
9.0,5,834,Chapter Eighteen: The Miracles of Sabrina Spellman
8.1,3,875,Chapter Fourteen: Lupercalia
7.8,17,"1,091",Chapter Twelve: The Epiphany
8.3,2,897,Chapter Thirteen: The Passion of Sabrina Spellman
9.3,14,"1,117",Chapter Seventeen: The Missionaries
7.8,6,931,Chapter Fifteen: Doctor Cerberus's House of Horror
7.7,9,"1,703",Chapter Five: Dreams in a Witch House
8.4,4,"1,438",Chapter Nine: The Returned Man
8.7,5,"1,594",Chapter Ten: The Witching Hour
8.3,4,"1,477",Chapter Seven: Feast of Feasts
8.0,3,"1,472",Chapter Six: An Exorcism in Greendale
8.0,2,"1,713",Chapter Three: The Trial of Sabrina Spellman
7.7,896,"51,584",Chilling Adventures of Sabrina
7.9,2,341,Prodigal Daughter
7.3,2,283,Open Marriage
8.0,2,"1,718",Exactly Like You
7.9,2,"1,835",Furs by Sebastian
6.7,103,"2,218",The New Legends of Monkey
7.5,2,551,Black Jesus: The Book of Crucifixion
7.3,3,690,Three Sevens: The Book of Thunder
7.0,2,98,Politics
8.0,12,"2,948",We Only See Each Other at Weddings and Funerals
7.1,26,"1,929",Trump: An American Dream
7.9,9,379,Memory Has as Many Moods as the Temper
8.4,323,"15,669",Anne
9.1,4,270,Chapter Ten
8.2,3,552,Chapter 2: An Agent Grieves
7.8,4,671,Chapter 1: An Actor Avoids
6.4,480,"22,041",The Rain
7.8,34,"1,854",Ugly Delicious
8.0,24,"3,397",My Next Guest Needs No Introduction with David Letterman
9.1,20,"4,224",Beginnings and Endings
8.7,667,"127,097",Dark
9.1,5,"1,290",SYZYGY
6.8,16,526,White Right: Meeting the Enemy
7.7,3,"1,481",The Lake of the Clouds
7.3,2,322,Pete Shy
7.3,129,"7,658",Bonding
8.5,5,"1,692",Utangatta
7.9,635,"51,770",Maniac
7.7,3,"1,064",A.K.A The Perfect Burger
8.9,18,"2,348",The White Violin
9.1,2,863,Episode #3.6
9.4,18,"1,688",Overview
6.6,7,432,The Book of Consequences: Chapter One: Rise of the Green Light Babies
5.5,14,249,Pinky Malinky
8.0,8,"2,219",Extra Ordinary
8.0,5,"2,423",Run Boy Run
7.9,3,418,Chapter 5: An Agent Crowns
7.7,3,451,Chapter 4: A Kegel Squeaks
6.9,3,615,All That We Left Behind
7.2,2,317,Transmission
9.1,8,"1,124",Episode #3.1
8.0,4,"2,095",Ashwathama
8.0,2,512,Chapter 3: A Prostate Enlarges
7.5,42,"1,335",Free Rein
8.2,656,"37,215",Travelers
8.4,2,"1,919",The Day That Was
8.5,7,"2,073",The Day That Wasn't
9.2,2,877,Episode #3.4
8.4,3,"2,049",Number Five
8.6,2,131,Rainbow Warriors
9.4,4,300,Days of Small Surrenders
7.7,2,163,"Happy, Now?"
7.5,107,"3,750",Tales of the City
7.2,97,"5,107",Turn Up Charlie
8.2,4,386,Chapter 8: A Widow Approaches
8.2,177,"12,133",The Kominsky Method
6.7,39,"3,322",She's Gotta Have It
6.1,2,289,The Sea Gate
6.3,3,319,The Sword: Part 2
6.4,2,356,The Sword: Part 1
7.1,192,"3,940",She-Ra and the Princesses of Power
6.2,2,279,The Book of Rebellion: Chapter Three: Angelitos Negros
6.3,4,307,The Book of Blood: Chapter Three: The Sange
6.3,2,327,The Book of Blood: Chapter One: Requiem
6.5,2,348,The Book of Consequences: Chapter Three: Master Lowry
6.6,2,369,The Book of Consequences: Chapter Two: Black Jesus Blues
8.7,3,"2,047",I Heard a Rumor
8.1,925,"75,321",The Umbrella Academy
6.3,299,"17,000",Black Lightning
9.1,11,652,The Cult of Sheila
8.5,4,486,Zombody
8.4,2,577,Knighttime
7.9,396,"48,061",Santa Clarita Diet
7.4,54,"2,451",Tuca & Bertie
7.7,2,"1,444",Rudra
8.6,2,105,Dad Knows Best
8.1,2,104,D-U-A-L-I-T-Y
7.5,2,143,Qué Sera
7.1,187,"2,167",Northern Rescue
6.0,356,"9,058",Nightflyers
9.8,74,"5,914",Who's da New King of Hell?
9.7,10,"4,385",Save Lucifer
9.4,12,"3,916",Super Bad Boyfriend
9.5,5,"3,801",Devil Is as Devil Does
9.3,5,"3,728",Orgy Pants to Work
9.4,3,"3,780",Expire Erect
9.4,5,"3,872",All About Eve
9.4,7,"3,910","O, Ye of Little Faith, Father"
9.4,7,"4,036",Somebody's Been Reading Dante's Inferno
9.3,31,"4,503",Everything's Okay
8.6,4,"1,114",Mirror Mirror
8.2,1,"159,417",Lucifer
7.7,2,143,Jerry Lewis: Heere's Jerry!
8.1,56,"8,656",Comedians in Cars Getting Coffee
7.7,29,888,If I Hadn't Met You
8.4,418,"55,066",The Last Kingdom
6.9,301,"25,170",Striking Vipers
6.6,195,"5,305",Chambers
6.8,2,210,What History
7.4,3,392,Pilot
9.6,11,"2,519",Part Four
9.2,5,"2,121",Part Two
9.1,19,"2,404",Part One
9.1,421,"33,956",When They See Us
5.9,37,"1,681",Osmosis
6.9,202,"21,562",Fuller House
7.4,2,60,Salt
7.8,18,981,Salt Fat Acid Heat
7.6,244,"22,543",Smithereens
7.8,657,"75,189",The OA
8.9,2,762,You Have to Go
8.4,3,701,I Can't Go Back
8.5,2,792,It's All My Fault
8.2,3,"1,031",Pilot
8.2,361,"24,373",Dead to Me
7.4,10,"1,031",A.K.A You're Welcome
7.0,35,588,Sugar Rush
8.1,64,"1,776",Somebody Feed Phil
8.9,509,"55,236",Sacred Games
8.9,2,311,Wonderstorm
8.3,153,"8,515",The Dragon Prince
6.6,2,101,Low Rolling Boil
5.2,10,156,Number One Seller
6.7,2,158,Swipe Right
8.1,2,811,A.K.A I Wish
8.1,6,456,#truthorconsequences
8.2,2,375,#undecided
7.6,7,394,#identity/crisis
7.6,5,378,#whocares
7.4,5,394,#nothingpersonal
7.0,17,452,#makehistory
7.6,8,474,#privacyplease
7.4,6,484,#slipperyslope
7.7,31,605,#thesystemisbroken
7.6,819,"62,182",Designated Survivor
7.9,3,841,A.K.A Customer Service is Standing By
7.7,3,893,A.K.A I Have No Spleen
8.1,3,121,Looking at the Past
7.3,87,"2,792",Black Earth Rising
7.2,5,852,Human Flow
7.1,2,138,Some Children Left Behind
7.4,3,508,What Happened?
7.1,358,"10,810",The Society
4.0,8,679,Strange Whispers
3.5,537,"8,423",Jinn
8.3,87,"1,745",Meteor Garden
8.1,4,219,Swipe Left
6.8,51,"9,249",Easy
6.3,329,"8,301",What/If
9.3,8,"3,702",Heathens
8.1,3,778,A Bitter Draught
9.3,3,"1,183",Episode #2.4
9.4,6,"1,384",The Scandal of Altruism
8.4,2,782,The Stigmata of Progress
8.8,2,"2,390",Morning Star
9.3,5,"3,137",Malec
6.7,647,"46,175",Shadowhunters
8.5,4,"1,160",Swan Song
9.1,4,"3,002",Hyde Park Corner
8.5,2,774,From Instinct to Rational Control
8.6,3,802,Human Raw Material
8.6,2,858,Transgressive Border Crossing
8.9,2,417,A Fog That Won't Lift
9.1,16,"6,828","Tape 7, Side A"
8.9,3,"5,145","Tape 6, Side B"
9.0,5,"5,941","Tape 6, Side A"
8.6,6,"4,443","Tape 5, Side A"
8.1,2,"4,317","Tape 4, Side B"
8.1,3,"4,613","Tape 2, Side B"
8.3,4,"6,160","Tape 1, Side A"
8.8,3,"2,356",Act of God
8.5,3,882,Labor of Love
7.4,3,164,"Gwishinboneun hyungsa, Cheo Yong"
8.3,3,"1,097",Fighting for Their Lives
8.3,2,"1,094",Lack of Humility
8.3,2,"1,100",The Great Burden
8.2,2,"1,116",Framing Defense
8.2,3,"1,145",Testing the Evidence
8.5,2,"1,238",The Last Person to See Teresa Alive
8.7,2,"1,353",Indefensible
8.5,3,"1,327",Plight of the Accused
9.2,7,"2,507",Assassins
8.9,5,"2,182",Scientia Potentia Est
8.2,3,"1,997",Gelignite
8.6,5,"2,200",Smoke and Mirrors
8.3,3,"2,291",Windsor
8.3,3,"1,365",Turning the Tables
8.2,2,"1,587",Eighteen Years Lost
8.6,404,"77,930",Making a Murderer
9.6,2,"2,640",Fukutsu no seigi
8.6,2,268,Paula Needs to Get Over Josh!
8.1,2,"1,510",Stop the Presses
7.8,21,"1,970",Au service de la France
8.9,173,"88,349",One Punch Man
8.9,5,947,From Dancing Mice to Psychopaths
8.3,205,"93,335",Orphan Black
7.8,3,"1,250",Summer
7.8,175,"24,341",Gilmore Girls: A Year in the Life
8.5,2,847,Firebird
7.8,2,"2,429",The Bad Beginning: Part One
7.6,2,"2,279",AKA Freak Accident
7.7,14,"2,557",AKA Start at the Beginning
7.1,3,726,Back Where I Come From
7.2,14,"1,193",Ruby Slippers
7.9,100,"11,872",Medici
8.2,2,"1,144",Episode #2.1
8.6,3,"1,963",Pride & Joy
8.4,2,183,Chelsea Does Racism
7.4,7,"2,163",Chelsea Does
8.0,2,782,Her Handsome Hero
7.9,6,"4,301",Episode #1.1
8.1,4,863,The Savior
8.4,4,863,An Untold Story
8.3,104,"41,850",Nosedive
8.3,4,"2,989",Wolferton Splash
6.4,4,121,Lego Bionicle: The Journey to One
8.0,224,"39,169",Bloodline
7.6,16,"1,374",Dramaworld
9.1,3,"1,203",Episode #2.3
9.0,2,374,Chrysalis
8.7,2,912,Dawn of the Dead
8.0,2,"2,045",Windmills
7.4,9,"2,393",The Chosen One!
6.9,23,"3,967",Marseille
8.2,3,305,The Rise of Voltron
6.9,136,"11,950",Gypsy
9.4,4,"5,016",Al Fin Cayó!
9.1,2,"3,541",Los Pepes
8.6,2,"3,224",Cambalache
6.7,156,"27,451",Metalhead
8.8,101,"39,234",Hang the DJ
7.3,99,"29,421",Crocodile
8.3,125,"40,161",USS Callister
7.3,63,"31,560",Arkangel
8.1,63,"35,133",Playtest
8.5,63,"30,713",Hated in the Nation
7.6,41,"27,084",Men Against Fire
8.5,67,"35,891",Shut Up and Dance
8.1,2,714,Village of the Damned
8.2,4,"1,426",Travelers
9.2,8,"5,845",Memento Mori
9.5,6,"7,241",Home
9.3,3,"5,795",Danger Close
8.9,4,"4,728",Cold Steel
8.7,2,"4,654",Crosshairs
8.5,3,"5,173",Kandahar
8.3,3,"5,400",Two Dead Men
8.7,8,"6,350",3 AM
8.6,634,"152,200",The Punisher
7.5,2,"1,575",So Then a Bat or A Monkey
8.5,5,"3,655",Sugarwood
8.5,5,991,When a Stranger Calls
8.6,2,"3,774",Episode #1.2
9.5,10,"5,270",The Noose
7.8,84,"14,023",Crazy Ex-Girlfriend
7.6,142,"26,716",Shooter
9.0,2,"1,874",Chapter Twelve: Anatomy of a Murder
7.3,563,"91,434",Riverdale
8.2,3,"2,748",Episode #1.8
8.3,3,"2,802",Episode #1.7
9.0,4,999,Bishop
7.8,3,900,Protocol 5
8.3,229,"39,539",Godless
7.3,41,"9,392",Highschool of the Dead
8.2,3,179,Tears of the Balmera
8.1,3,177,The Fall of the Castle of Lions
8.0,3,189,Return of the Gladiator
7.7,3,203,Some Assembly Required
8.7,4,990,Helios 685
8.5,14,"4,574",Resurrection
8.3,2,777,The Other Shoe
7.1,105,"13,395",Girlboss
9.1,3,358,Continual Soiree
8.9,2,337,Objection
8.9,3,383,The Stuff Dreams Are Made Of
8.3,190,"26,000",Longmire
9.1,2,"1,058",Grace
7.8,2,718,Dark Waters
7.9,4,831,Halloween Special
7.3,154,"30,247",Scream: The TV Series
8.1,3,"1,588",The Enemy
8.1,3,"1,997",The First Day
7.9,2,"1,669",The Confession
9.0,4,"2,592",Checkmate
8.0,7,"3,027",The Kingpin Strategy
6.2,2,348,Chemistry Read
7.5,2,473,Utopia
6.7,7,503,Controlada
6.6,4,646,The F**King Study
8.8,2,934,Money's in the Chase
9.2,8,"3,155",The Toll
7.7,8,"2,500",Kaleidoscope
8.2,5,"2,213",Book of Ruth
8.3,562,"109,486",Ozark
9.4,31,"15,474",Chapter Nine: The Gate
9.3,31,"13,778",Chapter Eight: The Mind Flayer
6.2,135,"18,659",Chapter Seven: The Lost Sister
9.2,12,"12,556",Chapter Six: The Spy
8.9,15,"11,643",Chapter Five: Dig Dug
8.7,13,"11,354",Chapter Four: Will the Wise
8.7,16,"11,547",Chapter Three: The Pollywog
8.5,20,"11,787","Chapter Two: Trick or Treat, Freak"
8.4,32,"12,798",Chapter One: MADMAX
8.9,1,"631,000",Stranger Things
7.9,5,"1,195",Pilot
7.6,2,"1,015",Slouch. Submit.
7.1,3,206,The Christmas That Almost Wasn't
7.3,2,229,Carnival Magic
7.4,3,216,Wizards of the Lost Kingdom II
7.9,2,238,Wizards of the Lost Kingdom
7.8,3,252,Yongary
7.2,3,230,The Loves of Hercules
7.4,2,248,The Land Time Forgot
7.7,4,285,Starcrash
7.9,5,324,Avalanche
7.3,4,312,The Time Travelers
8.1,4,395,Cry Wilderness
7.8,7,577,Reptilicus
8.1,62,"2,765",Mystery Science Theater 3000: The Return
7.9,3,"1,413",The Boy on the Bridge
9.5,19,"4,727",The Company
9.1,6,"1,257",Leyenda
9.1,4,"1,186",881 Lope de Vega
8.5,7,"1,054",Just Say No
8.5,4,"1,101",Jefe de Jefes
8.6,4,"1,151",La Última Frontera
9.1,5,"1,642",The Colombian Connection
8.2,4,"1,182","Rafa, Rafa, Rafa!"
8.3,3,"1,204",El Padrino
8.3,4,"1,301",The Plaza System
8.2,4,"1,557",Camelot
8.4,184,"35,226",Narcos: Mexico
9.3,7,"2,950",Todos Los Hombres del Presidente
8.7,4,"2,341",Convivir
8.8,278,"300,082",Narcos
6.3,61,"2,662",Kiss Me First
8.2,3,832,The Liberal Chokehold
8.0,3,849,Maybe It's All the Disco
8.4,2,887,Live Studio Audience
7.8,3,843,This Is One of Those Moments
8.2,2,881,Debbie Does Something
7.7,3,904,The Dusty Spur
7.8,2,933,The Wrath of Kuntar
8.1,114,"31,069",GLOW
8.7,5,"1,622",The Oath
8.0,2,"1,255",The Blueprint
8.8,2,815,Wish You Were Here
8.3,3,"3,279",Episode #1.3
7.6,376,"26,966",The Ranch
8.7,5,"2,845",Episode #1.9
8.9,2,"1,033",Episode #2.6
7.1,2,301,Mission Impossible
7.6,59,"4,014",Bordertown
7.1,2,291,Party Bus
6.9,2,356,Connecticut House
6.5,2,477,Welcome to New York
6.8,218,"15,309",Friends from College
7.9,3,783,Space Rabbit
8.5,2,632,Page 23
7.6,65,"11,612",Frequency
9.4,6,"1,271",Episode #2.8
9.0,3,"1,025",Episode #2.7
6.9,73,"3,455",Roman Empire
7.2,11,"1,223",All Hail King Julien
8.9,3,"2,836",The Duel
8.8,4,"2,811",Dangerous
8.7,4,"2,931",Blackbird
8.8,325,"209,257",Peaky Blinders
8.4,5,"1,726",Misadventure
6.8,3,"1,112",The Adventures of Puss in Boots
7.6,2,173,Rutherford B. Haze
8.0,2,"2,837",Episode #1.6
8.7,2,"3,111",Episode #1.5
8.4,2,"3,107",Episode #1.4
9.3,6,"1,819",Episode #1.8
8.7,8,"4,528",Cobbler
9.2,21,"13,128",Conquer
8.0,18,"8,523",Self Help
7.1,20,"5,148",Robot of Sherwood
7.6,22,"9,662",Slabtown
8.9,19,"10,976",Four Walls and a Roof
8.6,26,"9,819",Strangers
7.9,5,"1,328",Part 1
9.4,13,"6,810",Morton's Fork
9.4,7,"6,565","A Fox, a Rabbit, and a Cabbage"
8.4,291,"156,279",Brooklyn Nine-Nine
9.1,6,"5,776",Who Shaves the Barber?
9.1,5,"6,068",Eating the Blame
9.4,13,"7,388",Buridan's Ass
8.7,5,"6,115",A Muddy Road
8.6,3,"5,587",The Six Ungraspables
9.0,311,"277,601",Fargo
8.2,4,"3,880",Chapter 27
9.0,6,"1,389","Game On, Charles"
8.5,19,"4,495",Mummy on the Orient Express
7.0,36,"4,670",Kill the Moon
9.0,2,"1,679",And Hell Itself My Only Foe
9.2,5,"2,751",The Nightcomers
8.5,2,"2,010",Fresh Hell
8.4,71,"24,675",The Boondocks
8.9,32,"6,475",Listen
8.6,2,309,Episode #2.6
8.4,117,"33,610",Trailer Park Boys
7.7,25,"5,015",Into the Dalek
9.0,4,413,Episode #2.5
8.7,28,"10,713",Coda
8.1,11,"7,760",Crossed
8.2,10,"8,308",Consumed
8.6,11,"7,953",Try
8.8,24,"9,557",Spend
8.1,12,"7,504",Forget
8.7,12,"8,411",Remember
8.6,12,"8,109",The Distance
7.6,25,"8,597",Them
8.0,44,"10,251",What Happened and What's Going On
8.0,19,"4,598",Time Heist
7.4,20,"4,024",The Caretaker
7.9,38,"4,364",Death in Heaven
8.7,26,"4,584",Dark Water
6.1,28,"4,198",In the Forest of the Night
8.5,15,"4,303",Flatline
8.7,620,"184,922",Doctor Who
7.8,15,"3,701",Knights of Sidonia
8.5,9,"5,256",Switch
8.1,3,"1,507","Brother, Can You Spare a Brain?"
9.1,5,"3,804",What Is Human?
7.7,10,"4,853",Limbic Resonance
7.9,2,846,The End
7.6,4,"1,682",Pilot
8.3,3,"3,187",Chapter 33
9.0,12,"8,981",Cut Man
8.2,87,"18,339",The Missing
9.1,10,"4,465",Chapter 32
8.3,3,"3,149",Chapter 31
8.8,18,"6,545",Marco
9.5,12,"8,211",Pimento
8.9,4,"6,086",RICO
8.3,4,"3,270",Chapter 30
8.7,9,"3,688",Chapter 29
8.5,3,"3,468",Chapter 28
8.9,5,"4,210",What's Going On?
9.3,5,"4,338",I Can't Leave Her
9.1,2,"3,593",Just Turn the Wheel and the Future Changes
8.8,6,"6,225",Bingo
8.3,4,"6,644",Alpine Shepherd Boy
9.5,18,"11,037",Five-O
8.7,8,"7,143",Hero
8.4,3,"1,169",The Weight of This Combination
7.4,33,"10,485",Houdini
8.9,11,"8,258",Nacho
9.1,11,"9,912",Mijo
9.0,6,"7,182",Condemned
8.9,6,"7,052",World on Fire
8.8,8,"7,346",In the Blood
9.1,2,902,Part 11
8.4,2,"3,029",Chapter 35
8.1,2,"1,325",The Exterminator
8.5,6,"7,583",Rabbit in a Snowstorm
8.8,5,"1,976",Leviathan Wakes
8.7,2,"1,921",Salvage
8.1,3,"1,871",Rock Bottom
7.9,4,"1,966",Back to the Butcher
8.8,6,"2,455",CQB
8.1,2,"2,201",Remember the Cant
7.7,2,"2,131",BoJack Hates the Troops
7.8,4,"2,352",The Big Empty
7.8,7,"2,844",Dulcinea
8.4,536,"71,359",The Expanse
8.0,3,"1,765",Say Anything
7.4,2,"1,925",Prickly Muffin
7.4,3,"1,814",Zoës and Zeldas
8.1,2,"1,892",Later
8.6,3,"2,765",Downer Ending
7.9,3,"1,770",Our A-Story Is a 'D' Story
7.4,2,"1,738","Live Fast, Diane Nguyen"
8.5,5,"3,515",Death Doesn't Let You Say Goodbye
8.4,4,"3,899",Smart Money's on the Skinny Bitch
8.4,734,"125,118",Sense8
8.0,102,"23,746",Lilyhammer
8.0,4,"1,269",Wanna Play a Game?
7.1,2,"2,476","BoJack Horseman: The BoJack Horseman Story, Chapter One"
7.7,4,"1,344","Hello, Emma."
9.1,4,"3,505",Chapter 37
8.3,3,"3,005",Chapter 36
9.4,12,"8,780",Daredevil
8.8,5,"6,489",The Ones We Leave Behind
8.6,4,"6,656",Nelson v. Murdock
9.2,9,"7,225",Speak of the Devil
9.0,7,"6,957",Shadows in the Glass
8.8,5,"7,007",Stick
8.4,13,"2,750",Part 9
8.7,12,"3,302",Part 7
8.1,14,"3,157",Part 6
8.7,55,"5,352",Part 8
8.1,13,"3,368",Part 5
8.3,12,"3,969",Part 3
8.4,11,"3,832",Part 4
8.6,11,"4,328",Part 2
8.6,17,"4,778",Part 1
8.1,2,"1,258",Liv and Let Clive
8.7,24,"12,523",First Time Again
7.5,94,"10,322",Glitch
8.4,2,"3,053",Who's Gonna Take the Weight?
8.3,2,"3,235",Code of the Streets
7.4,330,"105,763",Luke Cage
7.7,2,"2,581",Dragon Plays with Fire
7.5,3,"2,369",Lead Horse Back to Stable
8.0,2,"2,464",Black Tiger Steals Heart
7.6,4,"2,570",The Blessing of Many Fractures
7.8,2,"2,704",Under Leaf Pluck Lotus
7.8,2,"2,928",Rolling Thunder Cannon Punch
7.7,2,"3,181",Shadow Hawk Takes Flight
7.6,11,"3,673",Snow Gives Way
6.6,902,"102,057",Iron Fist
8.1,8,"5,733",AKA Ladies Night
8.0,2,254,Christmas Special
8.0,109,"23,231",Derek
9.2,2,"1,150",History Yet to Be Written
8.8,2,931,Insolvent Phantom of Tomorrow
8.8,2,953,"Ruthless in Purpose, and Insidious in Method"
8.6,2,979,Community of Dreadful Fear and Hate
9.3,3,"1,596",Certain Agony of the Battlefield
8.5,2,945,Scarred by Many Past Frustrations
8.4,6,"3,335",The Defenders
8.5,4,"3,096","Ashes, Ashes"
9.0,3,"3,778",Worst Behavior
8.0,4,"3,395",Mean Right Hook
7.6,8,"3,812",The H Word
7.4,299,"77,300",The Defenders
8.0,3,887,Kimmy Makes Waffles!
9.4,4,871,What Happens on the Rez...
9.3,4,"1,047",Down by the River
8.7,9,"1,128",Patriot Brains
9.0,10,"4,041",Chapter 39
8.8,708,"433,959",House of Cards
6.1,124,"7,479",Between
8.3,2,669,Kimmy Finds Her Mom!
9.6,2,"4,692",Episode #3.6
7.1,43,"11,013",The Returned
7.2,95,"20,774",Salem
8.2,16,"7,708",Heads Up
7.9,167,"54,336",iZombie
7.1,4,"1,280",BoJack Horseman Christmas Special: Sabrina's Christmas Wish
7.2,211,"34,304",Hemlock Grove
7.1,21,"2,742",Mako Mermaids
9.2,16,"12,426",JSS
8.9,2,"1,007",The Kanes
8.9,2,763,Highway Robbery
9.1,3,791,The Calling Back
8.9,2,814,Four Arrows
9.0,2,820,Help Wanted
9.6,4,968,High Noon
3.5,23,661,Richie Rich
8.0,5,810,Nappeun Nyeoseokdeul
7.4,53,"20,744",Wet Hot American Summer: First Day of Camp
4.8,39,"3,743","Game Over, Charles"
9.6,45,"23,048",No Way Out
9.1,2,"2,847",Saikyô no otoko
8.0,2,627,Songs of Innocence
8.7,130,"44,401",San Junipero
8.9,2,867,Deadly Velvet: Part 2
7.7,183,"56,168",Unbreakable Kimmy Schmidt
7.8,30,"2,757",Hotel Beau Séjour
8.5,2,731,Drastic Voyage: Part 2
8.6,128,"125,008",Archer
9.1,11,"4,649",Klick
9.4,6,"5,312",Nailed
8.6,3,"3,915",Fifi
8.6,2,"3,947",Inflatable
8.2,6,"4,085",Rebecca
8.6,5,"3,993",Bali Ha'i
9.1,7,"4,599",Gloves Off
8.5,3,"4,215",Amarillo
8.7,408,"253,041",Better Call Saul
8.9,3,"1,105",The Collapse of Nature
7.7,3,638,Of Late I Think of Rosewood
8.9,2,704,"Raise Your Words, Not Your Voice"
8.5,2,562,"You Have Wings, Learn to Fly"
8.3,53,"19,564",The Get Down
8.0,10,"3,971",The Mortal Cup
9.3,25,"16,295",Chapter Eight: The Upside Down
9.1,15,"13,916",Chapter Seven: The Bathtub
8.9,20,"13,279",Chapter Six: The Monster
8.8,18,"13,446",Chapter Five: The Flea and the Acrobat
8.9,18,"14,562","Chapter Three: Holly, Jolly"
9.0,18,"14,264",Chapter Four: The Body
8.5,19,"14,519",Chapter Two: The Weirdo on Maple Street
8.6,24,"16,234",Chapter One: The Vanishing of Will Byers
8.1,5,366,The Fallout
7.2,10,737,Family Leave
6.4,272,"25,753",Last Day on Earth
8.1,15,"8,399",Start to Finish
6.2,26,"2,220",Residue
8.4,8,"1,029",Empresses in the Palace
7.7,88,"21,898",Nashville
7.8,10,"7,779",Always Accountable
7.4,14,"8,310",Now
8.3,36,"11,128",Here's Not Here
9.2,19,"13,331",Thank You
8.7,30,"3,028",Part 18
9.3,15,"3,064",Part 17
9.5,16,"3,856",Part 16
8.7,10,"2,635",Part 15
9.0,9,"2,853",Part 14
8.4,12,"2,583",Part 13
7.8,16,"2,689",Part 12
9.0,11,"3,044",Part 11
8.2,10,"2,681",Part 10
8.5,376,"44,333",Twin Peaks
8.3,5,"2,320",Invisible Self
8.5,2,"1,887",Paradise
8.2,4,"2,559",Homecoming
8.1,22,"4,838",Nobel
8.7,4,"1,465",The Dark Swan
8.4,3,"3,324",Dead Man's Party
8.5,3,"1,449",Predators Far and Near
8.1,2,"1,028",The Bear King
8.4,10,"1,968",The Blessed Dark
8.0,13,"7,437",East
8.1,13,"7,434",Twice as Far
8.7,14,"8,654",The Same Boat
8.8,14,"9,431",Not Tomorrow Yet
8.3,7,"7,310",Knots Untie
8.5,19,"8,558",The Next World
8.3,1,"792,361",The Walking Dead
8.2,3,"3,450",The Descent Into Hell Isn't Easy
8.5,4,"1,947",Episode #1.1
7.6,2,281,Courting Disasters
7.1,2,279,Saving for Arraignment Day
7.8,2,305,Check Mates
7.3,2,285,The Untethered Sole
7.1,3,293,Chain Migration
7.4,4,325,Taste Makers
7.3,4,352,Unexpected Company
7.8,3,537,Premature Independence
7.9,3,529,Rom-Traum
8.0,2,537,Emotional Baggage
7.7,2,547,Sinking Feelings
7.7,2,563,An Old Start
7.7,2,594,Everyone Gets Atrophy
7.5,2,627,Self-Deportation
8.8,355,"257,780",Arrested Development
8.1,3,"1,316",This World Is Our Hell
9.2,10,"2,613",A Blade of Grass
8.2,220,"101,685",Penny Dreadful
7.5,258,"143,318",Pretty Little Liars
7.8,2,549,Josh Just Happens to Live Here!
8.9,2,"3,033",Of Men and Angels
8.8,2,"3,198",Moo Shu to Go
8.8,4,"3,303",Raising Hell
8.2,17,"2,194",Oh Naui Gwishinnim
8.2,19,"4,288",Club de Cuervos
8.5,2,991,Broken Heart
8.7,63,"30,713",Black Museum
8.7,4,"1,951",Gloriana
9.1,4,555,The Coup
8.4,3,374,The Goodbyes
7.0,82,"17,678",From Dusk Till Dawn: The Series
8.9,3,"2,577",Rise Up
8.8,3,"2,683",Bad Blood
9.0,40,"22,862",The Sign of Three
7.9,14,"8,008",Arrow on the Doorpost
8.8,9,"8,897",Made to Suffer
9.0,49,"26,181",The Empty Hearse
8.9,9,"3,823",My Bad
